track_name,genre,artist_name,track_id,year,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
????,Anime,Soraru,2zwJgwWnKu7dawfV3681xg,2010,14,0.019,0.52,341973,0.913,4.29E-06,C#,0.257,-4.27,Major,0.0489,99.975,44655,0.455
???????,Anime,Capcom Sound Team,5F5EtX659pj3J5ZMwhwVdc,2010,14,0.00184,0.51,178347,0.892,0.87,G#,0.163,-8.376,Minor,0.0476,145.006,44655,0.777
??????? ?????,Anime,Capcom Sound Team,2ut1QjVjBGluxC5QvNGxL3,2010,14,0.0581,0.553,95720,0.819,0.932,G,0.153,-11.768,Major,0.029,115.974,44655,0.965
????,Anime,Yuki Hayashi,7es4GQV6CvHNMdSyZdrIiJ,2010,14,0.343,0.336,69760,0.5,0.89,E,0.101,-9.837,Minor,0.0383,100.577,44655,0.194
??????,Anime,Capcom Sound Team,4qWzWD48EQ3jQlyVvk9pxa,2010,14,0.0363,0.331,232133,0.689,0.639,E,0.355,-6.464,Minor,0.0616,123.438,44655,0.355
????,Anime,Capcom Sound Team,63DQoUv5pUOX0F3TSSkXab,2010,14,0.0198,0.162,230133,0.34,0.647,A,0.119,-15.381,Minor,0.0323,137.989,44652,0.0667
????,Anime,Yuki Hayashi,2B5MX2siO1gJfZqdlsyEU0,2010,14,0.978,0.219,147560,0.0637,0.923,F#,0.092,-19.356,Major,0.036,64.302,44655,0.0396
?????????,Anime,Haruka Shimotsuki,4RuD6qpYxrMQ0xSkbX3zj2,2010,14,0.396,0.51,292787,0.468,0.102,B,0.0938,-7.533,Minor,0.0253,99.978,44654,0.406
?????????,Anime,yanaginagi,01KQV7K090zaRShY9VPgyI,2010,14,0.0588,0.611,301120,0.69,0,B,0.121,-5.534,Minor,0.101,138.988,44655,0.697
????,Anime,Takeshi Senoo,6V28siXSAMyfdfyJ5Zxija,2010,14,0.993,0.49,168027,0.0563,0.887,F,0.26,-22.268,Major,0.0591,136.142,44655,0.121
????????????,Anime,Last Note.,7pv2xRUTwzo8bHoaEkj3IU,2010,14,0.0195,0.46,317088,0.912,4.42E-06,G#,0.0975,-5.017,Major,0.0672,170.011,44655,0.763
????,Anime,yanaginagi,4QYyHoD9irDLkHJRvVqNaX,2010,14,0.633,0.617,363000,0.571,0.00199,C,0.106,-8.256,Major,0.0282,124.996,44654,0.439
??????,Anime,Takeshi Senoo,25JB6kk2DkGlNzcls05MLo,2010,14,0.995,0.511,209573,0.1,0.907,C#,0.097,-22.639,Major,0.0532,72.531,44655,0.0718
????,Anime,H?G,2eNd5DpWZA1Q6haM9qBlA3,2010,14,0.0179,0.531,219293,0.966,0,F,0.338,-3.116,Major,0.0429,139.977,44655,0.702
???????,Anime,Mamoru Miyano,0lzRGPFcjQIXwERoDhDFt9,2010,14,0.0489,0.276,222182,0.904,1.27E-05,A#,0.306,-5.324,Minor,0.113,180.029,44655,0.496
???????,Anime,LAST ALLIANCE,7737orTKaVASFIXFjQGqPf,2010,14,2.17E-05,0.402,133080,0.957,0.286,D#,0.408,-2.057,Major,0.0653,169.988,44655,0.783
????,Anime,Yuki Hayashi,14NCfsSLtwfw01PFxXpoPM,2010,14,0.754,0.257,115133,0.293,0.913,A#,0.0689,-14.88,Minor,0.0385,179.973,44655,0.0305
?????????,Anime,Noriyasu Takeuchi,0JUzgbIjhSlHBamoGQCBGZ,2010,14,0.99,0.555,334347,0.123,0.956,G,0.123,-19.291,Major,0.057,140.503,44655,0.455
?????,Anime,Suara,5cy8KbmRAiDSFSZlRgsmuA,2010,14,0.823,0.337,236000,0.496,5.98E-05,C#,0.104,-8.703,Major,0.0346,134.785,44654,0.341
????,Anime,Soraru,7xzm2Uo0PJTqoGcObZHptA,2010,13,0.185,0.6,298507,0.728,0,G#,0.0806,-4.14,Major,0.0398,116.011,44655,0.735
???????,Anime,Soraru,2zfBZ7jq9iPTG0PsCwXyZ6,2010,13,0.0157,0.411,219040,0.865,0,F#,0.067,-4.621,Major,0.035,181.969,44655,0.792
?????,Anime,Soraru,3JquWXRanK9Vl4R9qXg5on,2010,13,0.0588,0.523,229720,0.843,0.000559,A,0.132,-3.988,Major,0.0328,107.507,44655,0.494
????,Anime,Soraru,2N7gPFggKemRaAhahgk9hu,2010,13,0.0672,0.382,263947,0.878,0,G,0.387,-4.178,Major,0.0506,181.988,44655,0.861
?????????,Anime,Soraru,4oMLYt7kE11fGPOYywxMW1,2010,13,0.354,0.504,265680,0.598,0,F,0.197,-6.86,Minor,0.028,178.055,44655,0.368
???????,Anime,Soraru,2jMddT9YDvBpBP4OisFmoq,2010,13,0.0415,0.568,228240,0.775,0,D,0.103,-4.649,Major,0.0239,89.969,44655,0.632
?????,Anime,Capcom Sound Team,4zJzU3X0TvLMuAErEaUVuK,2010,13,0.000433,0.711,112800,0.663,0.444,F#,0.137,-11.016,Minor,0.0283,129.96,44655,0.983
?????????,Anime,Capcom Sound Team,0sosPjnx9SsSwjYyFAmd5r,2010,13,0.932,0.544,108533,0.351,0.942,D#,0.21,-15.749,Minor,0.0396,110.949,44655,0.689
???????????????,Anime,tilt-six,3MUjjSJ5C38WPRWoCIJaNV,2010,13,0.0624,0.514,262894,0.919,0,B,0.334,-3.112,Minor,0.0649,90.505,44655,0.21
???????,Anime,Capcom Sound Team,5SMcVUlbWswD4KeO0dOsSy,2010,13,0.0982,0.548,108227,0.42,0.376,C,0.138,-9.823,Minor,0.028,99.548,44655,0.667
??????,Anime,Capcom Sound Team,4oX3lJNW9B2ylgtTqkfRSL,2010,13,0.00117,0.686,289453,0.595,0,A,0.12,-11.427,Major,0.0377,117.509,44655,0.851
?????,Anime,Capcom Sound Team,1kNQCVUf5651B7RGonwE5f,2010,13,0.00397,0.422,239053,0.694,0.000414,G,0.392,-9.823,Major,0.0281,157.519,44654,0.837
??? ???????,Anime,Capcom Sound Team,2wTN7cyYe53jfhbBfpUcoc,2010,13,0.0657,0.716,87147,0.421,0.457,C,0.202,-13.919,Major,0.0358,107.988,44655,0.716
???????,Anime,Akira Senju,2Gpoagxj8b2wDIneQyQVNz,2010,13,0.951,0.303,155840,0.108,0.917,D,0.0758,-15.761,Minor,0.0343,80.002,44655,0.0679
?????????,Anime,Wonderful?opportunity!,15xsaNBHLpyUTQQpi9Wol6,2010,13,0.0217,0.521,239000,0.963,0,E,0.134,-3.372,Major,0.294,158.012,44655,0.793
?????????,Anime,Michiru Oshima,49x0jAKUEGGBxThs4Nim3D,2010,13,0.89,0.519,162387,0.164,0.929,G,0.11,-14.198,Major,0.0298,96.012,44655,0.0847
??????,Anime,PolyphonicBranch,5cCQ9EXju1gOmtUcVTQMTr,2010,13,0.0414,0.507,234413,0.939,2.61E-05,G,0.357,-2.618,Minor,0.0666,160.007,44655,0.554
??????,Anime,livetune,68SGtb8XvcQ5OJ8JmndUtv,2010,13,0.00337,0.352,311642,0.75,0,F,0.274,-3.467,Major,0.0357,127.02,44655,0.264
?????????,Anime,Nayutalien,4an7oKkJVb6VYS3ne5tzNy,2010,13,0.00834,0.676,60845,0.694,0.00194,A,0.288,-3.159,Minor,0.0321,141.903,44655,0.721
?????,Anime,?????,6sMsP1CiOaXyM0JfT1ef0K,2010,13,0.112,0.727,234893,0.776,0,C#,0.137,-6.412,Major,0.0452,138.064,44655,0.825
????,Anime,Setsuna Ogiso,3Jy9MGMZFTW7JVWSzPiVUt,2010,13,0.646,0.602,324240,0.467,0,G,0.134,-7.752,Major,0.0285,146.043,44655,0.237
???????,Anime,Takeshi Senoo,7aFujlXNsX561nMoHHEEPo,2010,13,0.991,0.277,263400,0.0478,0.882,G,0.128,-18.713,Minor,0.0366,98.502,44654,0.159
????????,Anime,Takeshi Senoo,0OqWrKnRTUHGKtagRcwk5G,2010,13,0.994,0.556,236733,0.0477,0.927,C,0.0955,-22.729,Major,0.0862,132.902,44655,0.118
??????,Anime,Hachioji P,4GZuCoVTKNnr6sfAgbMIe2,2010,13,0.0108,0.559,260690,0.978,0,F#,0.369,-3.001,Minor,0.0411,130.019,44655,0.594
??????,Anime,Wonderful?opportunity!,7sXBH4HrcbKLG0Pk9eOLc1,2010,13,0.0728,0.517,252367,0.964,0,F#,0.286,-3.095,Minor,0.0878,175.051,44655,0.789
??????,Anime,Suara,4nTrx3mRfUEvkTnjMdgfdZ,2010,13,0.00859,0.505,267000,0.813,0.0916,A,0.185,-6.569,Minor,0.0377,138.022,44655,0.691
????,Anime,Motohiro Hata,1HH9TCOWJ7lDrDhC7wTerb,2010,12,0.8,0.529,323853,0.363,6.42E-06,F,0.115,-8.105,Minor,0.0243,76.964,44655,0.274
???????,Anime,Sumire Uesaka,4MgLFSt8TnNQjqs5CdlQX5,2010,12,0.000897,0.538,215653,0.935,8.19E-05,G,0.331,-4.046,Major,0.0914,165.054,44655,0.61
?????????????,Anime,Capcom Sound Team,7c9FvWfshbtkSZs4FvYCgx,2010,12,0.000155,0.154,47333,0.968,0.000881,D,0.21,-8.768,Major,0.212,149.609,44655,0.0371
?????,Anime,YURiKA,77wKtgevJjbDcHhvAT2Zqx,2010,12,0.000796,0.52,199459,0.977,0.311,D,0.162,-2.649,Major,0.117,159.049,44655,0.599
?????,Anime,?????,352i3JoLe4GBHTnPGq4emq,2010,12,0.402,0.713,244627,0.531,0,D,0.14,-9.083,Minor,0.0548,139.978,44655,0.629
??????,Anime,Capcom Sound Team,20A61JdQf4JSkz8oTNJTfr,2010,12,1.77E-05,0.46,208280,0.976,0.848,G,0.0816,-8.776,Major,0.0482,152.577,44655,0.724
??????,Anime,Capcom Sound Team,4JusGXmasT00o1T83JoGDd,2010,12,0.187,0.409,183680,0.832,0.608,C,0.732,-7.793,Major,0.068,140.141,44655,0.6
????,Anime,Capcom Sound Team,6rOQNcI5fmUe6fOoXvZ4J2,2010,12,0.269,0.819,185920,0.621,0.323,A#,0.103,-12.781,Minor,0.0356,126.946,44654,0.613
???????,Anime,Capcom Sound Team,3154sBhN1t4ulM3YKi0ANo,2010,12,1.86E-05,0.442,167520,0.887,0.695,B,0.216,-9.057,Minor,0.04,70.992,44655,0.333
????????,Anime,Momoiro Clover Z,3pGWkklehcixcG95usw8Hu,2010,12,0.089,0.628,245333,0.998,0.000473,A,0.309,-1.732,Major,0.243,135.024,44655,0.374
????????,Anime,Kaela Kimura,5xjHnJMrWjR58yPmneb8LW,2010,12,0.0142,0.501,269120,0.768,0,G#,0.117,-2.901,Major,0.0318,179.947,44655,0.629
????????,Anime,PolyphonicBranch,3RchPOvjOhTcT7kJympemK,2010,12,0.00267,0.439,178571,0.901,0,C,0.0798,-3.222,Major,0.0718,83.749,44655,0.887
Baby,Comedy,Joe Zimmerman,5e9t2XGqSOpjIujOfZ45sS,2010,12,0.905,0.502,62980,0.705,0,E,0.7,-10.894,Major,0.925,146.563,44654,0.338
?????????,Anime,otetsu,0GSuuk6Wb74ZvEpM7UoDYG,2010,11,0.00134,0.547,272000,0.932,0,C#,0.183,-3.817,Minor,0.0629,134.961,44655,0.747
??????,Anime,jesus (wonderful Opportunity!!),0Wmd3MBgJcRjBPYGSAD8DE,2010,11,0.003,0.476,243520,0.846,0,A,0.306,-3.432,Major,0.266,179.871,44655,0.601
????????????,Anime,Capcom Sound Team,4oUmjIGK6LBM4XOB7wYh6C,2010,11,0.837,0.566,96640,0.207,0.974,A,0.148,-15.885,Major,0.034,170.034,44655,0.459
????????????,Anime,Capcom Sound Team,6agJ6jkOSVSlOZX5gBCfTM,2010,11,0.0154,0.362,429560,0.456,0.0241,D,0.258,-11.355,Minor,0.0376,117.634,44655,0.332
???? ???????????,Anime,Capcom Sound Team,0rPfzSLwfbqOemcnYLAL65,2010,11,0.291,0.613,70600,0.528,0.924,D,0.089,-8.887,Minor,0.0441,139.345,44655,0.84
???????,Anime,Capcom Sound Team,1L9WFpYMEVlLkn5rmJJqr0,2010,11,0.63,0.244,31787,0.198,0.855,C#,0.302,-13.675,Major,0.0401,81.594,44654,0.0338
?????????,Anime,Capcom Sound Team,3f8jLTlJ3BOJZYhOhHBtxF,2010,11,0.661,0.397,120267,0.242,0.964,A,0.16,-11.759,Minor,0.0368,155.319,44655,0.298
????????,Anime,Capcom Sound Team,5JpO1slTh0SqdTCaFp3aj4,2010,10,0.161,0.332,191947,0.144,0.944,C,0.1,-17.748,Minor,0.033,70.002,44655,0.23
?????????,Anime,Taro Hakase,1M1kn1Odqj9wwmAng2gc4b,2010,10,0.702,0.189,327453,0.45,0.391,C,0.0942,-6.081,Major,0.0391,182.402,44655,0.233
????,Anime,DREAMS COME TRUE,377b8OBsGnOrtriacHuons,2010,9,0.0048,0.617,280133,0.868,0,C#,0.425,-3.208,Major,0.0339,126.981,44655,0.41
????,Anime,DREAMS COME TRUE,3GnI3molYqGo7oKofCqblU,2010,9,0.0983,0.579,232733,0.87,0,E,0.143,-4.163,Major,0.0375,99.82,44655,0.463
?????????,Anime,Sukima Switch,6t9XOxbsuhAyzZel00qPRm,2010,9,0.29,0.563,350733,0.394,0.00335,C,0.141,-7.707,Major,0.0254,147.871,44655,0.544
?????????,Anime,Michiru Oshima,5xdmuRNU4KlIG8ImXGuqNy,2010,9,0.825,0.255,96400,0.307,0.897,D,0.111,-13.361,Major,0.0349,57.559,44652,0.0372
??????,Anime,?????,40xvs8Q1wyJa6HU5zlFwK3,2010,8,0.0263,0.528,300080,0.654,0.000762,A#,0.347,-5.746,Major,0.0314,140.051,44655,0.35
??????,Anime,KOBUKURO,6h1vl8LwaV09YYpOvIIXvs,2010,7,0.876,0.565,301253,0.374,0,D,0.094,-7.59,Major,0.0333,72.536,44655,0.261
?????????????,Anime,Wonderful?opportunity!,3NSUdRTqlUP0KAvuI5ZYDU,2010,6,0.00678,0.497,189930,0.905,0,C#,0.378,-5.633,Minor,0.135,169.903,44652,0.75
????,Anime,Wonderful?opportunity!,2Uopeg7PKVZLgsIFBnGfhp,2010,6,0.0118,0.606,211760,0.916,0,G#,0.0825,-5.648,Major,0.0784,135.911,44655,0.699
?????,Anime,Wonderful?opportunity!,1qwvI8Kpl9OjqaodfX9Hwt,2010,5,0.0454,0.638,199733,0.881,0,A,0.368,-5.691,Major,0.155,140.002,44655,0.874
?????,Anime,Wonderful?opportunity!,5PFl2NPXUWpwU50jUqFxbP,2010,5,0.0883,0.711,235827,0.746,8.69E-06,C,0.236,-7.153,Major,0.131,115.059,44655,0.831
???????,Anime,Wonderful?opportunity!,046uT4EKQYNTIxsDTjPuET,2010,4,0.00392,0.422,215627,0.939,0,B,0.251,-5.563,Minor,0.118,182.016,44655,0.686
???????????,Anime,Wonderful?opportunity!,4Xsf0U3GaNf8mn5D3htVtk,2010,4,0.198,0.635,223893,0.698,2.87E-06,A,0.23,-7.042,Major,0.0517,91.971,44655,0.616
????????,Anime,Wonderful?opportunity!,6PgwzwO5l0KfhVKpKQ4paW,2010,4,0.00217,0.426,265413,0.949,9.07E-05,A#,0.38,-5.437,Major,0.176,169.943,44655,0.285
????,Anime,?????,3lv1UDa7z2HMziOVOsjWu3,2010,4,0.000826,0.417,254347,0.962,0.0979,C#,0.0664,-3.791,Minor,0.0831,177.896,44655,0.706
??????,Anime,?????,1jZ09HNXDOBcVthkHPS0iE,2010,4,0.0651,0.663,255440,0.882,1.17E-05,G,0.477,-3.817,Major,0.0405,129.997,44655,0.708
Just the way you are,Movie,Bruno Pelletier,6tjQMGxmIOVUMINaw9q8dg,2010,2,0.299,0.517,276200,0.461,0.000393,C#,0.115,-9.61,Major,0.0362,110.059,44655,0.18
?????,Movie,Leigh Harline,5rIIVKTDutV2T1y9KTxcRI,2010,1,0.819,0.197,110733,0.768,0.87,F,0.921,-11.22,Major,0.104,105.997,44654,0.24
Baby,Dance,Clean Bandit,3rUaZk2CAE4dpTlJpv88vg,2010,0,0.356,0.755,205440,0.74,1.05E-05,C,0.0994,-5.354,Minor,0.04,116.946,44655,0.33
Hello,Children's Music,Enzo Garcia,4EYWKEUc8JFHnhGHPzIr6y,2010,0,0.843,0.829,118000,0.256,0.000657,C,0.121,-12.063,Major,0.0711,95.388,44655,0.806
monster,Hip-Hop,21 Savage,2FUNBaa5DwItJtYEBgAblU,2011,85,0.158,0.89,233040,0.607,0.000228,A,0.118,-6.916,Minor,0.124,134.022,44655,0.224
monster,Rap,21 Savage,2FUNBaa5DwItJtYEBgAblU,2011,85,0.158,0.89,233040,0.607,0.000228,A,0.118,-6.916,Minor,0.124,134.022,44655,0.224
monster,Pop,21 Savage,2FUNBaa5DwItJtYEBgAblU,2011,85,0.158,0.89,233040,0.607,0.000228,A,0.118,-6.916,Minor,0.124,134.022,44655,0.224
A Thousand Years,Dance,Christina Perri,6lanRgr6wXibZr8KgzXxBl,2011,81,0.309,0.421,285120,0.407,0.000961,A#,0.11,-7.445,Major,0.0267,139.028,44654,0.161
A Thousand Years,Pop,Christina Perri,6lanRgr6wXibZr8KgzXxBl,2011,81,0.309,0.421,285120,0.407,0.000961,A#,0.11,-7.445,Major,0.0267,139.028,44654,0.161
Someone Like You,Pop,Adele,4kflIGfjdZJW4ot2ioixTB,2011,79,0.892,0.559,285040,0.33,0,A,0.0975,-8.251,Major,0.0285,135.109,44655,0.285
Please Don't Go,Pop,Joel Adams,3cNjgVBKTJ1SvKhunrCdVy,2011,79,0.0118,0.513,210580,0.768,1.94E-05,E,0.294,-4.868,Minor,0.0587,84.264,44655,0.235
Someone Like You,Soul,Adele,4kflIGfjdZJW4ot2ioixTB,2011,79,0.892,0.559,285040,0.33,0,A,0.0975,-8.251,Major,0.0285,135.109,44655,0.285
Love On Top,Pop,Beyoncé,1z6WtY7X4HQJvzxC4UgkSf,2011,77,0.0849,0.652,267413,0.748,0,C,0.604,-5.242,Major,0.0887,94.1,44655,0.652
Run the World (Girls),Pop,Beyoncé,1uXbwHHfgsXcUKfSZw5ZJ0,2011,77,0.00496,0.733,236093,0.899,4.72E-05,C,0.372,-4.237,Major,0.143,127.086,44655,0.76
Love On Top,R&B,Beyoncé,1z6WtY7X4HQJvzxC4UgkSf,2011,77,0.0849,0.652,267413,0.748,0,C,0.604,-5.242,Major,0.0887,94.1,44655,0.652
Run the World (Girls),R&B,Beyoncé,1uXbwHHfgsXcUKfSZw5ZJ0,2011,77,0.00496,0.733,236093,0.899,4.72E-05,C,0.372,-4.237,Major,0.143,127.086,44655,0.76
Love On Top,Dance,Beyoncé,1z6WtY7X4HQJvzxC4UgkSf,2011,76,0.0849,0.652,267413,0.748,0,C,0.604,-5.242,Major,0.0887,94.1,44655,0.652
Run the World (Girls),Dance,Beyoncé,1uXbwHHfgsXcUKfSZw5ZJ0,2011,76,0.00496,0.733,236093,0.899,4.72E-05,C,0.372,-4.237,Major,0.143,127.086,44655,0.76
Give Me Everything,Dance,Pitbull,4QNpBfC0zvjKqPJcyqBy9W,2011,76,0.192,0.671,252307,0.939,0,G#,0.298,-3.206,Major,0.161,129.023,44655,0.529
Give Me Everything,Hip-Hop,Pitbull,4QNpBfC0zvjKqPJcyqBy9W,2011,76,0.192,0.671,252307,0.939,0,G#,0.298,-3.206,Major,0.161,129.023,44655,0.529
Give Me Everything,Pop,Pitbull,4QNpBfC0zvjKqPJcyqBy9W,2011,76,0.192,0.671,252307,0.939,0,G#,0.298,-3.206,Major,0.161,129.023,44655,0.529
Give Me Everything,Rap,Pitbull,4QNpBfC0zvjKqPJcyqBy9W,2011,76,0.192,0.671,252307,0.939,0,G#,0.298,-3.206,Major,0.161,129.023,44655,0.529
Grenade,Dance,Bruno Mars,2tJulUYLDKOg9XrtVkMgcJ,2011,75,0.146,0.706,223253,0.558,0,D,0.118,-7.237,Minor,0.0593,110.443,44655,0.227
Last Friday Night (T.G.I.F.),Dance,Katy Perry,455AfCsOhhLPRc68sE01D8,2011,75,0.00125,0.649,230747,0.815,4.31E-05,D#,0.671,-3.796,Minor,0.0415,126.03,44655,0.765
Grenade,Pop,Bruno Mars,2tJulUYLDKOg9XrtVkMgcJ,2011,75,0.146,0.706,223253,0.558,0,D,0.118,-7.237,Minor,0.0593,110.443,44655,0.227
Raise Your Glass,Pop,P!nk,12lZTPlXwUtrQuhEty6098,2011,75,0.00629,0.7,203333,0.695,0,G,0.0319,-4.973,Major,0.0897,122.028,44655,0.633
We Found Love,Pop,Rihanna,6qn9YLKt13AGvpq9jfO8py,2011,75,0.025,0.734,215227,0.766,0.00138,C#,0.108,-4.485,Major,0.0383,127.986,44655,0.6
Last Friday Night (T.G.I.F.),Pop,Katy Perry,455AfCsOhhLPRc68sE01D8,2011,75,0.00125,0.649,230747,0.815,4.31E-05,D#,0.671,-3.796,Minor,0.0415,126.03,44655,0.765
We Found Love,R&B,Rihanna,6qn9YLKt13AGvpq9jfO8py,2011,75,0.025,0.734,215227,0.766,0.00138,C#,0.108,-4.485,Major,0.0383,127.986,44655,0.6
Monster,Rock,Skillet,2UREu1Y8CO4jXkbvqAtP7g,2011,75,0.0431,0.64,178013,0.957,0,G#,0.0789,-2.336,Major,0.0741,134.992,44655,0.692
Raise Your Glass,Dance,P!nk,12lZTPlXwUtrQuhEty6098,2011,74,0.00629,0.7,203333,0.695,0,G,0.0319,-4.973,Major,0.0897,122.028,44655,0.633
Tonight Tonight,Dance,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,2011,74,0.0764,0.686,200467,0.783,0,E,0.163,-4.977,Major,0.119,99.978,44655,0.814
We Found Love,Dance,Rihanna,6qn9YLKt13AGvpq9jfO8py,2011,74,0.025,0.734,215227,0.766,0.00138,C#,0.108,-4.485,Major,0.0383,127.986,44655,0.6
Firework,Dance,Katy Perry,4lCv7b86sLynZbXhfScfm2,2011,74,0.139,0.638,227880,0.826,0,G#,0.0803,-4.968,Major,0.0479,124.072,44655,0.649
Monster,Children’s Music,Skillet,2UREu1Y8CO4jXkbvqAtP7g,2011,74,0.0431,0.64,178013,0.957,0,G#,0.0789,-2.336,Major,0.0741,134.992,44655,0.692
Tonight Tonight,Pop,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,2011,74,0.0764,0.686,200467,0.783,0,E,0.163,-4.977,Major,0.119,99.978,44655,0.814
Rolling in the Deep,Pop,Adele,1CkvWZme3pRgbzaxZnTl5X,2011,74,0.131,0.729,228293,0.756,0,G#,0.0527,-5.119,Major,0.0294,104.945,44655,0.522
Jar of Hearts,Pop,Christina Perri,0HZhYMZOcUzZKSFwPOti6m,2011,74,0.726,0.349,246587,0.348,0,D#,0.12,-6.142,Major,0.0316,74.541,44655,0.0886
Firework,Pop,Katy Perry,4lCv7b86sLynZbXhfScfm2,2011,74,0.139,0.638,227880,0.826,0,G#,0.0803,-4.968,Major,0.0479,124.072,44655,0.649
Tonight Tonight,Rap,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,2011,74,0.0764,0.686,200467,0.783,0,E,0.163,-4.977,Major,0.119,99.978,44655,0.814
Tonight Tonight,Rock,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,2011,74,0.0764,0.686,200467,0.783,0,E,0.163,-4.977,Major,0.119,99.978,44655,0.814
Rolling in the Deep,Soul,Adele,1CkvWZme3pRgbzaxZnTl5X,2011,74,0.131,0.729,228293,0.756,0,G#,0.0527,-5.119,Major,0.0294,104.945,44655,0.522
Best Thing I Never Had,Pop,Beyoncé,3lBRNqXjPp2j3JMTCXDTNO,2011,73,0.143,0.545,253747,0.649,1.57E-05,F#,0.0894,-4.062,Major,0.0324,99.099,44655,0.297
Best Thing I Never Had,R&B,Beyoncé,3lBRNqXjPp2j3JMTCXDTNO,2011,73,0.143,0.545,253747,0.649,1.57E-05,F#,0.0894,-4.062,Major,0.0324,99.099,44655,0.297
Best Thing I Never Had,Dance,Beyoncé,3lBRNqXjPp2j3JMTCXDTNO,2011,72,0.143,0.545,253747,0.649,1.57E-05,F#,0.0894,-4.062,Major,0.0324,99.099,44655,0.297
Monster,Rap,Kanye West,1ZHYJ2Wwgxes4m8Ba88PeK,2011,72,0.00244,0.628,378893,0.692,0.013,D,0.668,-5.64,Major,0.202,124.791,44656,0.0964
Monster,Pop,Kanye West,1ZHYJ2Wwgxes4m8Ba88PeK,2011,72,0.00244,0.628,378893,0.692,0.013,D,0.668,-5.64,Major,0.202,124.791,44656,0.0964
Monster,Pop,EXO,7GbUWl6qLW1gdngbEV2WDJ,2011,72,0.0066,0.618,221341,0.76,0,F#,0.127,-4.312,Major,0.0596,150,44655,0.541
Monster,Alternative,Skillet,2UREu1Y8CO4jXkbvqAtP7g,2011,71,0.0431,0.64,178013,0.957,0,G#,0.0789,-2.336,Major,0.0741,134.992,44655,0.692
Super Bass,Dance,Nicki Minaj,0iYebKFUSfF72fUu2OW6ZT,2011,71,0.269,0.72,200013,0.861,5.11E-06,B,0.601,-4.339,Major,0.209,126.991,44655,0.669
Super Bass,Rap,Nicki Minaj,0iYebKFUSfF72fUu2OW6ZT,2011,71,0.269,0.72,200013,0.861,5.11E-06,B,0.601,-4.339,Major,0.209,126.991,44655,0.669
Super Bass,Pop,Nicki Minaj,0iYebKFUSfF72fUu2OW6ZT,2011,71,0.269,0.72,200013,0.861,5.11E-06,B,0.601,-4.339,Major,0.209,126.991,44655,0.669
Moves Like Jagger - Studio Recording From The Voice Performance,Pop,Maroon 5,7LcfRTgAVTs5pQGEQgUEzN,2011,70,0.0111,0.722,201160,0.758,0,B,0.308,-4.477,Minor,0.0471,128.047,44655,0.62
Good Life,Pop,OneRepublic,6OtCIsQZ64Vs1EbzztvAv4,2011,70,0.0929,0.636,253307,0.699,0,F#,0.115,-7.687,Major,0.0551,94.966,44655,0.637
Good Life,Rap,OneRepublic,6OtCIsQZ64Vs1EbzztvAv4,2011,70,0.0929,0.636,253307,0.699,0,F#,0.115,-7.687,Major,0.0551,94.966,44655,0.637
Good Life,Rock,OneRepublic,6OtCIsQZ64Vs1EbzztvAv4,2011,70,0.0929,0.636,253307,0.699,0,F#,0.115,-7.687,Major,0.0551,94.966,44655,0.637
Just Can’t Get Enough,Dance,The Black Eyed Peas,3JA9Jsuxr4xgHXEawAdCp4,2011,69,0.187,0.483,219427,0.648,0,C,0.0812,-8.651,Minor,0.327,93.939,44655,0.242
Good Life,Dance,OneRepublic,6OtCIsQZ64Vs1EbzztvAv4,2011,69,0.0929,0.636,253307,0.699,0,F#,0.115,-7.687,Major,0.0551,94.966,44655,0.637
Just Can’t Get Enough,Pop,The Black Eyed Peas,3JA9Jsuxr4xgHXEawAdCp4,2011,69,0.187,0.483,219427,0.648,0,C,0.0812,-8.651,Minor,0.327,93.939,44655,0.242
Just Can’t Get Enough,Rap,The Black Eyed Peas,3JA9Jsuxr4xgHXEawAdCp4,2011,69,0.187,0.483,219427,0.648,0,C,0.0812,-8.651,Minor,0.327,93.939,44655,0.242
Turning Page,Folk,Sleeping At Last,2kfGoV9a5dbSKCNmUWH2ZF,2011,68,0.923,0.307,255893,0.371,0.0253,D#,0.11,-8.498,Major,0.0288,115.241,44654,0.189
Turning Page,Indie,Sleeping At Last,2kfGoV9a5dbSKCNmUWH2ZF,2011,68,0.923,0.307,255893,0.371,0.0253,D#,0.11,-8.498,Major,0.0288,115.241,44654,0.189
Monster,Pop,dodie,2MKIadkPrRqaivpyn6cnI0,2011,68,0.694,0.831,245847,0.606,0.000109,A,0.0635,-7.694,Major,0.107,100.013,44655,0.944
Turning Page,Pop,Sleeping At Last,2kfGoV9a5dbSKCNmUWH2ZF,2011,68,0.923,0.307,255893,0.371,0.0253,D#,0.11,-8.498,Major,0.0288,115.241,44654,0.189
You And I,Dance,LÉON,4uUxCAiID9coIlJKk33yq0,2011,67,0.0024,0.554,224064,0.786,0,A,0.148,-4.288,Major,0.0491,120.057,44655,0.358
